Fecha,GLPs,Gasolinas,Querosenos,Gasoleos,Fueloleos
2011-11-01,130136.45,400552.9,398616.52,2590474.24,848208.92
2011-12-01,181517.0,435596.78,412345.69,2748864.18,829822.11
2012-01-01,190724.28,385900.99,373910.26,2579801.58,823980.89
2012-02-01,216701.64,377029.28,376429.87,2676516.52,807547.67
2012-03-01,176151.57,420827.48,366054.56,2535024.02,878691.72
2012-04-01,144272.65,392185.79,449231.05,2300502.71,866594.51
2012-05-01,120863.92,410878.39,462604.57,2361920.77,874847.71
2012-06-01,95113.51,444024.36,475949.78,2410122.07,850170.98
2012-07-01,86950.67,452522.58,553705.96,2400918.93,931474.72
2012-08-01,93341.48,477880.12,517386.84,2436245.43,837024.79
2012-09-01,76165.11,388007.2,493947.78,2105116.76,859983.91
2012-10-01,104808.8,404195.97,483721.81,2459246.55,838216.99
2012-11-01,130477.6,369189.97,340052.41,2409068.77,817449.17
2012-12-01,166325.58,400227.48,385265.76,2488325.41,774543.5
2013-01-01,186343.05,348326.42,331557.13,2400450.32,669796.34
2013-02-01,168852.5,331414.35,312704.3,2291897.85,603342.36
2013-03-01,168140.41,377228.13,386563.81,2361260.23,708007.19
2013-04-01,150952.25,388417.55,419906.07,2356984.61,698931.55
2013-05-01,130265.54,391649.69,436003.81,2299441.53,715820.42
2013-06-01,111355.2,383758.51,469331.92,2147339.81,633745.86
2013-07-01,109927.55,453329.17,522857.14,2460099.16,754783.57
2013-08-01,84165.74,451327.46,523428.72,2293827.52,801161.72
2013-09-01,82881.0,382396.35,469240.26,2173149.65,751035.48
2013-10-01,100008.95,402008.55,444178.4,2505581.74,782384.09
2013-11-01,121004.58,362536.88,382789.1,2441671.1,764522.6
2013-12-01,174476.15,383480.32,431419.1,2497624.93,744049.24
2014-01-01,178004.52,349037.01,342980.12,2400169.67,786939.66
2014-02-01,160992.63,329216.94,321271.45,2269710.0,674351.24
2014-03-01,166309.47,373829.62,382644.65,2443892.05,826474.25
2014-04-01,137516.41,385697.3,442961.27,2296676.73,700140.73
2014-05-01,125224.91,390034.07,457718.6,2278982.3,752052.16
2014-06-01,116951.6,385976.89,449437.35,2226763.49,763672.55
2014-07-01,120801.07,438318.08,562508.69,2454934.55,742739.94
2014-08-01,103956.09,429923.0,551769.28,2188759.07,728129.61
2014-09-01,115640.28,395557.19,509346.8,2306436.51,789808.54
2014-10-01,130940.87,398416.73,489114.51,2534770.44,801111.42
2014-11-01,130859.68,345307.89,363685.48,2335176.26,700981.46
2014-12-01,176383.77,393699.86,392522.55,2641330.33,669035.63
2015-01-01,191158.82,353865.1,360892.31,2614844.79,735654.88
2015-02-01,185976.45,325002.22,352524.77,2461503.82,628589.93
2015-03-01,218325.07,373453.15,377254.14,2567978.89,672429.63
2015-04-01,158023.94,384388.93,442060.93,2366050.54,684530.55
2015-05-01,140305.22,383652.74,502811.75,2315817.79,692484.83
2015-06-01,144904.68,402314.01,513938.84,2428654.75,660065.91
2015-07-01,121421.14,457022.25,542063.05,2606659.42,704308.28
2015-08-01,122427.7,431889.58,559634.58,2378426.73,692355.39
2015-09-01,139129.42,389478.79,575968.68,2388834.09,679887.37
2015-10-01,146999.6,395914.89,478271.56,2560937.77,661019.83
2015-11-01,180974.39,355656.82,415341.42,2429394.58,703819.6
2015-12-01,206345.1,398280.17,380390.25,2666194.71,725635.01
2016-01-01,234284.47,342003.31,387357.57,2406461.47,749757.76
2016-02-01,224872.66,353242.83,359256.92,2511479.59,638248.46
2016-03-01,247721.61,390128.08,414553.07,2668849.41,778784.1
2016-04-01,191709.56,382941.3,449911.73,2520451.03,695026.53
2016-05-01,175368.1,392726.72,520259.28,2428865.73,726384.17
2016-06-01,163043.44,417933.47,559757.24,2549293.51,680987.67
2016-07-01,200195.01,455044.59,610791.53,2533321.58,720028.06
2016-08-01,184036.62,459870.83,616974.13,2501092.17,744840.39
2016-09-01,186388.6,411622.13,563155.02,2470695.46,689106.25
2016-10-01,196962.01,392317.56,541494.5,2474077.49,776470.4
2016-11-01,220426.92,367817.64,430745.08,2605500.12,737630.05
2016-12-01,283869.25,392875.16,439693.97,2657136.69,625523.13
2017-01-01,301153.29,348937.82,442419.11,2576481.82,671131.19
2017-02-01,235274.16,338921.22,389531.64,2411742.59,595301.46
2017-03-01,210500.06,399523.9,454594.2,2734070.79,671628.71
2017-04-01,195036.81,397149.53,519835.26,2384340.99,653729.89
2017-05-01,201638.75,408095.25,557283.95,2550019.0,754263.73
2017-06-01,182950.6,438459.2,590983.26,2626116.01,654390.23
2017-07-01,163784.4,455136.34,659577.02,2594739.55,735895.51
2017-08-01,176495.81,466977.83,652820.87,2503929.58,727484.83
2017-09-01,134115.74,416028.33,618713.51,2488748.1,735606.94
2017-10-01,121947.91,413036.55,593396.13,2579576.39,745710.08
2017-11-01,129048.8,377646.99,459734.29,2676676.43,718015.0
2017-12-01,208953.09,398699.41,473170.3,2704757.61,689725.99
2018-01-01,207678.47,368480.67,448188.01,2626773.57,667332.1
2018-02-01,236740.16,352258.8,430419.74,2597803.02,666092.69
2018-03-01,255642.39,410497.32,495359.12,2765978.75,729846.6
2018-04-01,220605.84,401389.73,535887.18,2577853.78,753138.38
2018-05-01,195913.77,429404.22,583408.26,2605370.13,728889.68
2018-06-01,189265.38,441470.08,625802.66,2565018.32,666561.57
2018-07-01,203245.78,481598.38,677085.1,2656384.29,732739.4
2018-08-01,194999.93,502759.75,676837.09,2574972.93,703260.86
2018-09-01,192734.7,429616.98,632378.41,2426916.67,748555.59
2018-10-01,207304.38,442442.94,620410.36,2747479.55,707345.99
2018-11-01,255971.65,403175.94,491459.6,2657457.79,730284.35
2018-12-01,260628.14,429254.74,470531.64,2729303.41,707693.44
2019-01-01,284140.27,391478.87,477842.07,2785452.35,762513.74
2019-02-01,223671.68,377121.16,435614.11,2505320.66,648776.08
2019-03-01,208229.94,421773.44,527320.62,2616758.83,779015.78
2019-04-01,215132.42,441885.02,559638.19,2600582.81,763994.38
2019-05-01,198571.01,456469.74,606847.99,2641583.33,844034.97
2019-06-01,190565.06,455239.35,633793.21,2488600.6,686733.71
2019-07-01,161319.82,525475.32,698469.97,2737642.4,710958.3
2019-08-01,171090.38,526384.07,690255.15,2502827.11,686475.57
2019-09-01,161838.73,446302.06,657335.53,2441542.15,685567.68
2019-10-01,190449.98,471751.56,617131.44,2795066.86,605056.86
2019-11-01,175012.25,420913.2,500144.84,2724287.27,506969.41
2019-12-01,249455.13,450658.12,516309.8,2726851.9,562786.99
2020-01-01,252137.64,416673.78,474869.12,2797965.58,486656.93
2020-02-01,216031.8,414149.22,454075.87,2678363.7,460971.14
2020-03-01,246184.01,276365.05,297224.84,2400049.23,493778.2
2020-04-01,159040.9,97462.16,39497.56,1660795.26,488498.44
2020-05-01,102390.69,195652.78,46758.99,1919195.73,439930.74
2020-06-01,105335.29,351952.16,52764.1,2237549.46,463577.44
2020-07-01,117115.12,490371.3,183609.69,2557622.62,475876.55
2020-08-01,152161.82,473914.96,244677.12,2279782.58,488571.1
2020-09-01,176778.26,423353.52,176765.81,2404614.09,503702.16
2020-10-01,204712.19,406979.85,159359.2,2572796.2,506089.85
2020-11-01,155766.95,321950.11,127014.54,2360688.58,455804.01
2020-12-01,204719.43,384429.07,161319.93,2673654.6,529369.13
2021-01-01,224371.7,293146.06,128001.0,2335393.0,485619.37
2021-02-01,166035.83,299510.02,103515.79,2304179.01,423044.69
2021-03-01,174188.3,407322.41,123505.22,2791643.69,541067.1
2021-04-01,123448.86,377438.65,140343.0,2448229.67,505302.6
2021-05-01,107537.68,432848.68,176393.81,2520854.77,484193.72
2021-06-01,121899.15,483500.45,248326.6,2628985.76,508827.1
2021-07-01,119017.64,540217.21,394659.97,2693994.26,517741.86
2021-08-01,112247.93,540653.12,426644.89,2525759.39,578165.99
2021-09-01,120009.08,489443.9,397190.89,2637857.33,586735.55
2021-10-01,131932.68,483579.27,432246.24,2738674.8,516337.06
2021-11-01,182191.26,448378.0,376768.37,2863318.03,553414.0
2021-12-01,218126.62,451929.61,393765.49,2815540.48,572695.42
2022-01-01,204724.76,394960.81,350260.61,2586305.05,514768.6
2022-02-01,160444.46,416512.64,329017.63,2663822.18,575324.79
2022-03-01,185774.86,433893.6,409556.46,2563664.77,660165.9
2022-04-01,179591.64,471601.94,494966.32,2638029.8,636930.42
2022-05-01,134166.56,478873.41,530034.01,2673797.49,708289.26
2022-06-01,142480.09,501447.14,540594.97,2648087.31,667221.45
2022-07-01,135984.49,534584.68,607854.68,2613591.24,691371.6
2022-08-01,119104.84,565761.96,596051.08,2572012.22,701384.41
