fecha,Usos bicis abono anual día,Usos bicis abono ocasional día,Usos bicis total día
23/04/2018,"11,377",221,"11,598"
24/04/2018,"12,846",183,"13,029"
25/04/2018,"13,592",160,"13,752"
26/04/2018,"13,392",171,"13,563"
27/04/2018,"12,330",291,"12,621"
28/04/2018,"6,987",453,"7,440"
29/04/2018,"3,707",150,"3,857"
30/04/2018,"5,555",199,"5,754"
01/05/2018,"5,669",418,"6,087"
02/05/2018,"6,903",236,"7,139"
03/05/2018,"10,814",211,"11,025"
04/05/2018,"11,629",223,"11,852"
05/05/2018,"9,114",463,"9,577"
06/05/2018,"8,495",478,"8,973"
07/05/2018,"10,334",234,"10,568"
08/05/2018,"11,623",268,"11,891"
09/05/2018,"13,001",234,"13,235"
10/05/2018,"13,412",335,"13,747"
11/05/2018,"12,759",350,"13,109"
12/05/2018,"8,385",438,"8,823"
13/05/2018,"7,476",469,"7,945"
14/05/2018,"10,559",204,"10,763"
15/05/2018,"9,242",298,"9,540"
16/05/2018,"12,792",194,"12,986"
17/05/2018,"13,369",196,"13,565"
18/05/2018,"11,814",190,"12,004"
19/05/2018,"9,498",491,"9,989"
20/05/2018,"8,873",508,"9,381"
21/05/2018,"11,606",292,"11,898"
22/05/2018,"12,127",163,"12,290"
23/05/2018,"12,693",136,"12,829"
24/05/2018,"13,149",184,"13,333"
25/05/2018,"7,978",94,"8,072"
26/05/2018,"9,442",417,"9,859"
27/05/2018,"9,893",390,"10,283"
28/05/2018,"6,334",96,"6,430"
29/05/2018,"9,451",96,"9,547"
30/05/2018,"11,388",123,"11,511"
31/05/2018,"13,144",174,"13,318"
01/06/2018,"13,170",213,"13,383"
02/06/2018,"7,235",401,"7,636"
03/06/2018,"9,155",392,"9,547"
04/06/2018,"12,074",201,"12,275"
05/06/2018,"12,523",110,"12,633"
06/06/2018,"11,129",71,"11,200"
07/06/2018,"13,616",202,"13,818"
08/06/2018,"7,925",86,"8,011"
09/06/2018,"8,789",394,"9,183"
10/06/2018,"7,918",330,"8,248"
11/06/2018,"11,570",175,"11,745"
12/06/2018,"12,879",162,"13,041"
13/06/2018,"13,547",188,"13,735"
14/06/2018,"13,361",172,"13,533"
15/06/2018,"13,163",204,"13,367"
16/06/2018,"9,464",331,"9,795"
17/06/2018,"8,600",367,"8,967"
18/06/2018,"12,578",192,"12,770"
19/06/2018,"13,815",145,"13,960"
20/06/2018,"14,346",164,"14,510"
21/06/2018,"14,469",173,"14,642"
22/06/2018,"13,591",227,"13,818"
23/06/2018,"9,211",429,"9,640"
24/06/2018,"8,522",323,"8,845"
25/06/2018,"13,283",216,"13,499"
26/06/2018,"13,807",173,"13,980"
27/06/2018,"14,537",204,"14,741"
28/06/2018,"14,561",206,"14,767"
29/06/2018,"13,491",257,"13,748"
30/06/2018,"9,171",298,"9,469"
01/07/2018,"8,537",297,"8,834"
02/07/2018,"12,802",150,"12,952"
03/07/2018,"13,935",141,"14,076"
04/07/2018,"13,865",162,"14,027"
05/07/2018,"13,755",154,"13,909"
06/07/2018,"12,452",189,"12,641"
07/07/2018,"8,316",303,"8,619"
08/07/2018,"7,676",348,"8,024"
09/07/2018,"12,415",257,"12,672"
10/07/2018,"13,472",188,"13,660"
11/07/2018,"13,514",195,"13,709"
12/07/2018,"13,578",193,"13,771"
13/07/2018,"12,271",265,"12,536"
14/07/2018,"8,015",364,"8,379"
15/07/2018,"7,664",366,"8,030"
16/07/2018,"11,787",176,"11,963"
17/07/2018,"12,966",214,"13,180"
18/07/2018,"13,516",224,"13,740"
19/07/2018,"13,442",184,"13,626"
20/07/2018,"12,069",192,"12,261"
21/07/2018,"7,807",338,"8,145"
22/07/2018,"7,009",440,"7,449"
23/07/2018,"11,607",238,"11,845"
24/07/2018,"12,377",197,"12,574"
25/07/2018,"12,501",173,"12,674"
26/07/2018,"12,465",190,"12,655"
27/07/2018,"11,318",248,"11,566"
28/07/2018,"7,855",371,"8,226"
29/07/2018,"7,627",379,"8,006"
30/07/2018,"11,655",217,"11,872"
31/07/2018,"12,410",287,"12,697"
01/08/2018,"12,219",272,"12,491"
02/08/2018,"11,526",202,"11,728"
03/08/2018,"10,073",131,"10,204"
04/08/2018,"6,486",277,"6,763"
05/08/2018,"6,272",322,"6,594"
06/08/2018,"9,058",208,"9,266"
07/08/2018,"10,023",133,"10,156"
08/08/2018,"10,016",242,"10,258"
09/08/2018,"10,077",245,"10,322"
10/08/2018,"8,756",252,"9,008"
11/08/2018,"6,099",380,"6,479"
12/08/2018,"5,868",398,"6,266"
13/08/2018,"8,281",281,"8,562"
14/08/2018,"8,895",268,"9,163"
15/08/2018,"6,763",308,"7,071"
16/08/2018,"8,754",230,"8,984"
17/08/2018,"7,983",194,"8,177"
18/08/2018,"5,854",263,"6,117"
19/08/2018,"5,885",430,"6,315"
20/08/2018,"9,293",237,"9,530"
21/08/2018,"9,915",213,"10,128"
22/08/2018,"10,570",151,"10,721"
23/08/2018,"10,814",178,"10,992"
24/08/2018,"10,008",231,"10,239"
25/08/2018,"7,163",351,"7,514"
26/08/2018,"6,969",375,"7,344"
27/08/2018,"11,099",253,"11,352"
28/08/2018,"12,003",278,"12,281"
29/08/2018,"12,579",255,"12,834"
30/08/2018,"12,835",245,"13,080"
31/08/2018,"12,490",164,"12,654"
01/09/2018,"9,428",286,"9,714"
02/09/2018,"8,969",357,"9,326"
03/09/2018,"13,418",181,"13,599"
04/09/2018,"14,743",183,"14,926"
05/09/2018,"14,995",151,"15,146"
06/09/2018,"15,332",147,"15,479"
07/09/2018,"13,467",175,"13,642"
08/09/2018,"8,424",194,"8,618"
09/09/2018,"9,783",520,"10,303"
10/09/2018,"14,448",218,"14,666"
11/09/2018,"15,522",160,"15,682"
12/09/2018,"16,127",149,"16,276"
13/09/2018,"16,189",196,"16,385"
14/09/2018,"15,739",257,"15,996"
15/09/2018,"11,122",403,"11,525"
16/09/2018,"10,693",449,"11,142"
17/09/2018,"14,317",208,"14,525"
18/09/2018,"15,150",120,"15,270"
19/09/2018,"16,314",140,"16,454"
20/09/2018,"16,530",203,"16,733"
21/09/2018,"15,601",205,"15,806"
22/09/2018,"11,423",399,"11,822"
23/09/2018,"11,100",441,"11,541"
24/09/2018,"14,572",201,"14,773"
25/09/2018,"15,672",161,"15,833"
26/09/2018,"15,131",145,"15,276"
27/09/2018,"16,025",167,"16,192"
28/09/2018,"15,532",192,"15,724"
29/09/2018,"11,742",401,"12,143"
30/09/2018,"10,948",415,"11,363"
01/10/2018,"14,117",284,"14,401"
02/10/2018,"14,889",135,"15,024"
03/10/2018,"15,777",143,"15,920"
04/10/2018,"15,601",148,"15,749"
05/10/2018,"15,107",192,"15,299"
06/10/2018,"11,792",368,"12,160"
07/10/2018,"9,864",348,"10,212"
08/10/2018,"13,327",119,"13,446"
09/10/2018,"11,609",85,"11,694"
10/10/2018,"12,457",47,"12,504"
11/10/2018,"11,747",57,"11,804"
12/10/2018,"7,850",191,"8,041"
13/10/2018,"8,993",393,"9,386"
14/10/2018,"6,887",199,"7,086"
15/10/2018,"10,699",63,"10,762"
16/10/2018,"13,630",80,"13,710"
17/10/2018,"14,430",98,"14,528"
18/10/2018,"12,791",102,"12,893"
19/10/2018,"7,216",68,"7,284"
20/10/2018,"8,357",248,"8,605"
21/10/2018,"8,955",242,"9,197"
22/10/2018,"13,226",127,"13,353"
23/10/2018,"14,082",136,"14,218"
24/10/2018,"14,240",102,"14,342"
25/10/2018,"14,619",150,"14,769"
26/10/2018,"11,387",126,"11,513"
27/10/2018,"6,619",81,"6,700"
28/10/2018,"6,796",161,"6,957"
29/10/2018,"10,217",64,"10,281"
30/10/2018,"5,125",8,"5,133"
31/10/2018,"10,451",40,"10,491"
01/11/2018,"7,812",225,"8,037"
02/11/2018,"9,847",253,"10,100"
03/11/2018,"8,019",252,"8,271"
04/11/2018,"7,271",247,"7,518"
05/11/2018,"6,402",33,"6,435"
06/11/2018,"10,699",79,"10,778"
07/11/2018,"7,897",27,"7,924"
08/11/2018,"8,733",24,"8,757"
09/11/2018,"6,992",109,"7,101"
10/11/2018,"6,285",109,"6,394"
11/11/2018,"6,781",189,"6,970"
12/11/2018,"9,717",20,"9,737"
13/11/2018,"12,300",82,"12,382"
14/11/2018,"12,163",71,"12,234"
15/11/2018,"11,935",48,"11,983"
16/11/2018,"11,106",97,"11,203"
17/11/2018,"9,448",311,"9,759"
18/11/2018,"5,322",103,"5,425"
19/11/2018,"9,876",68,"9,944"
20/11/2018,"9,105",27,"9,132"
21/11/2018,"10,042",29,"10,071"
22/11/2018,"11,237",20,"11,257"
23/11/2018,"10,834",79,"10,913"
24/11/2018,"7,634",168,"7,802"
25/11/2018,"6,042",131,"6,173"
26/11/2018,"9,877",61,"9,938"
27/11/2018,"10,955",41,"10,996"
28/11/2018,"10,988",31,"11,019"
29/11/2018,"10,565",40,"10,605"
30/11/2018,"10,880",59,"10,939"
01/12/2018,"8,488",184,"8,672"
02/12/2018,"6,940",107,"7,047"
03/12/2018,"9,441",41,"9,482"
04/12/2018,"11,224",44,"11,268"
05/12/2018,"11,523",46,"11,569"
06/12/2018,"7,409",120,"7,529"
07/12/2018,"8,305",139,"8,444"
08/12/2018,"6,798",305,"7,103"
09/12/2018,"7,009",251,"7,260"
10/12/2018,"10,267",90,"10,357"
11/12/2018,"11,084",86,"11,170"
12/12/2018,"11,089",83,"11,172"
13/12/2018,"7,909",19,"7,928"
14/12/2018,"10,968",56,"11,024"
15/12/2018,"8,427",102,"8,529"
16/12/2018,"6,816",85,"6,901"
17/12/2018,"10,159",62,"10,221"
18/12/2018,"10,126",56,"10,182"
19/12/2018,"10,440",82,"10,522"
20/12/2018,"11,022",47,"11,069"
21/12/2018,"10,063",69,"10,132"
22/12/2018,"6,521",63,"6,584"
23/12/2018,"5,046",132,"5,178"
24/12/2018,"4,364",96,"4,460"
25/12/2018,"2,873",152,"3,025"
26/12/2018,"6,497",124,"6,621"
27/12/2018,"7,282",151,"7,433"
28/12/2018,"7,387",256,"7,643"
29/12/2018,"5,584",250,"5,834"
30/12/2018,"5,114",301,"5,415"
31/12/2018,"4,718",283,"5,001"
01/01/2019,"3,516",345,"3,861"
02/01/2019,"6,395",166,"6,561"
03/01/2019,"7,480",146,"7,626"
04/01/2019,"7,787",157,"7,944"
05/01/2019,"6,256",109,"6,365"
06/01/2019,"4,747",114,"4,861"
07/01/2019,"5,493",101,"5,594"
08/01/2019,"9,411",54,"9,465"
09/01/2019,"10,072",42,"10,114"
10/01/2019,"9,764",41,"9,805"
11/01/2019,"9,413",51,"9,464"
12/01/2019,"7,008",134,"7,142"
13/01/2019,"6,174",131,"6,305"
14/01/2019,"9,368",44,"9,412"
15/01/2019,"10,130",44,"10,174"
16/01/2019,"10,211",40,"10,251"
17/01/2019,"9,690",20,"9,710"
18/01/2019,"9,313",51,"9,364"
19/01/2019,"4,462",37,"4,499"
20/01/2019,"5,421",95,"5,516"
21/01/2019,"9,200",40,"9,240"
22/01/2019,"8,463",33,"8,496"
23/01/2019,"9,716",46,"9,762"
24/01/2019,"11,077",53,"11,130"
25/01/2019,"11,473",86,"11,559"
26/01/2019,"8,395",204,"8,599"
27/01/2019,"7,235",200,"7,435"
28/01/2019,"10,032",64,"10,096"
29/01/2019,"10,187",41,"10,228"
30/01/2019,"9,085",25,"9,110"
31/01/2019,"9,622",41,"9,663"
01/02/2019,"8,478",63,"8,541"
02/02/2019,"6,967",141,"7,108"
03/02/2019,"6,718",205,"6,923"
04/02/2019,"9,621",53,"9,674"
05/02/2019,"10,834",70,"10,904"
06/02/2019,"10,987",69,"11,056"
07/02/2019,"11,180",122,"11,302"
08/02/2019,"11,044",108,"11,152"
09/02/2019,"7,766",219,"7,985"
10/02/2019,"6,383",174,"6,557"
11/02/2019,"10,205",124,"10,329"
12/02/2019,"11,037",74,"11,111"
13/02/2019,"11,401",63,"11,464"
14/02/2019,"11,540",70,"11,610"
15/02/2019,"11,201",172,"11,373"
16/02/2019,"8,272",321,"8,593"
17/02/2019,"7,433",260,"7,693"
18/02/2019,"10,275",98,"10,373"
19/02/2019,"11,389",94,"11,483"
20/02/2019,"11,375",125,"11,500"
21/02/2019,"11,759",113,"11,872"
22/02/2019,"11,708",131,"11,839"
23/02/2019,"8,183",305,"8,488"
24/02/2019,"7,677",306,"7,983"
25/02/2019,"10,859",133,"10,992"
26/02/2019,"12,013",93,"12,106"
27/02/2019,"12,144",92,"12,236"
28/02/2019,"12,247",174,"12,421"
01/03/2019,"11,960",160,"12,120"
02/03/2019,"8,729",343,"9,072"
03/03/2019,"7,441",382,"7,823"
04/03/2019,"10,185",168,"10,353"
05/03/2019,"11,558",140,"11,698"
06/03/2019,"8,264",33,"8,297"
07/03/2019,"11,273",41,"11,314"
08/03/2019,"12,050",93,"12,143"
09/03/2019,"8,538",272,"8,810"
10/03/2019,"8,361",331,"8,692"
11/03/2019,"11,603",139,"11,742"
12/03/2019,"12,468",82,"12,550"
13/03/2019,"12,115",68,"12,183"
14/03/2019,"12,469",36,"12,505"
15/03/2019,"12,642",127,"12,769"
16/03/2019,"9,305",303,"9,608"
17/03/2019,"8,264",317,"8,581"
18/03/2019,"10,701",91,"10,792"
19/03/2019,"11,491",64,"11,555"
20/03/2019,"12,079",43,"12,122"
21/03/2019,"12,284",102,"12,386"
22/03/2019,"12,361",124,"12,485"
23/03/2019,"8,807",348,"9,155"
24/03/2019,"8,421",289,"8,710"
25/03/2019,"11,643",101,"11,744"
26/03/2019,"12,383",62,"12,445"
27/03/2019,"12,579",48,"12,627"
28/03/2019,"12,736",66,"12,802"
29/03/2019,"12,202",136,"12,338"
30/03/2019,"8,832",303,"9,135"
31/03/2019,"6,038",109,"6,147"
01/04/2019,"10,889",77,"10,966"
02/04/2019,"11,884",78,"11,962"
03/04/2019,"12,067",73,"12,140"
04/04/2019,"12,149",64,"12,213"
05/04/2019,"7,394",45,"7,439"
06/04/2019,"6,157",81,"6,238"
07/04/2019,"5,658",133,"5,791"
08/04/2019,"8,671",67,"8,738"
09/04/2019,"9,828",42,"9,870"
10/04/2019,"11,477",60,"11,537"
11/04/2019,"11,988",39,"12,027"
12/04/2019,"11,997",90,"12,087"
13/04/2019,"8,517",253,"8,770"
14/04/2019,"7,717",334,"8,051"
15/04/2019,"9,422",215,"9,637"
16/04/2019,"9,803",205,"10,008"
17/04/2019,"8,110",197,"8,307"
18/04/2019,"1,881",20,"1,901"
19/04/2019,"2,125",47,"2,172"
20/04/2019,"4,300",266,"4,566"
21/04/2019,"4,679",151,"4,830"
22/04/2019,"9,985",127,"10,112"
23/04/2019,"8,378",41,"8,419"
24/04/2019,"3,130",4,"3,134"
25/04/2019,"10,511",58,"10,569"
26/04/2019,"12,236",140,"12,376"
27/04/2019,"10,038",357,"10,395"
28/04/2019,"9,501",478,"9,979"
29/04/2019,"12,410",176,"12,586"
30/04/2019,"12,961",160,"13,121"
01/05/2019,"7,816",266,"8,082"
02/05/2019,"7,566",366,"7,932"
03/05/2019,"8,918",303,"9,221"
04/05/2019,"7,592",484,"8,076"
05/05/2019,"7,589",420,"8,009"
06/05/2019,"12,144",191,"12,335"
07/05/2019,"13,414",112,"13,526"
08/05/2019,"12,463",100,"12,563"
09/05/2019,"13,559",132,"13,691"
10/05/2019,"13,633",207,"13,840"
11/05/2019,"10,727",379,"11,106"
12/05/2019,"9,785",376,"10,161"
13/05/2019,"13,329",151,"13,480"
14/05/2019,"14,817",97,"14,914"
15/05/2019,"11,475",238,"11,713"
16/05/2019,"13,822",135,"13,957"
17/05/2019,"12,104",103,"12,207"
18/05/2019,"9,054",265,"9,319"
19/05/2019,"8,984",240,"9,224"
20/05/2019,"12,648",133,"12,781"
21/05/2019,"13,876",104,"13,980"
22/05/2019,"14,444",128,"14,572"
23/05/2019,"14,623",134,"14,757"
24/05/2019,"14,628",189,"14,817"
25/05/2019,"10,151",391,"10,542"
26/05/2019,"9,984",319,"10,303"
27/05/2019,"13,497",156,"13,653"
28/05/2019,"14,175",100,"14,275"
29/05/2019,"14,349",114,"14,463"
30/05/2019,"14,866",142,"15,008"
31/05/2019,"14,237",244,"14,481"
01/06/2019,"10,287",304,"10,591"
02/06/2019,"9,707",311,"10,018"
03/06/2019,"13,647",125,"13,772"
04/06/2019,"14,813",119,"14,932"
05/06/2019,"14,230",102,"14,332"
06/06/2019,"14,659",122,"14,781"
07/06/2019,"13,697",126,"13,823"
08/06/2019,"9,794",359,"10,153"
09/06/2019,"9,286",271,"9,557"
10/06/2019,"13,345",162,"13,507"
11/06/2019,"13,696",104,"13,800"
12/06/2019,"14,305",203,"14,508"
13/06/2019,"14,681",157,"14,838"
14/06/2019,"14,178",132,"14,310"
15/06/2019,"9,586",260,"9,846"
16/06/2019,"8,859",277,"9,136"
17/06/2019,"13,437",124,"13,561"
18/06/2019,"14,704",140,"14,844"
19/06/2019,"14,795",133,"14,928"
20/06/2019,"15,206",84,"15,290"
21/06/2019,"14,380",122,"14,502"
22/06/2019,"9,596",220,"9,816"
23/06/2019,"9,154",270,"9,424"
24/06/2019,"13,496",135,"13,631"
25/06/2019,"14,698",162,"14,860"
26/06/2019,"14,895",124,"15,019"
27/06/2019,"14,801",99,"14,900"
28/06/2019,"13,711",120,"13,831"
29/06/2019,"9,293",183,"9,476"
30/06/2019,"8,453",179,"8,632"
01/07/2019,"13,339",102,"13,441"
02/07/2019,"14,110",120,"14,230"
03/07/2019,"14,288",99,"14,387"
04/07/2019,"14,481",149,"14,630"
05/07/2019,"13,325",113,"13,438"
06/07/2019,"8,568",145,"8,713"
07/07/2019,"7,882",159,"8,041"
08/07/2019,"12,644",139,"12,783"
09/07/2019,"13,842",156,"13,998"
10/07/2019,"14,007",135,"14,142"
11/07/2019,"13,793",105,"13,898"
12/07/2019,"12,532",106,"12,638"
13/07/2019,"8,058",192,"8,250"
14/07/2019,"7,638",181,"7,819"
15/07/2019,"12,117",68,"12,185"
16/07/2019,"13,346",99,"13,445"
17/07/2019,"13,831",135,"13,966"
18/07/2019,"13,917",114,"14,031"
19/07/2019,"12,398",111,"12,509"
20/07/2019,"7,642",204,"7,846"
21/07/2019,"7,049",144,"7,193"
22/07/2019,"12,110",137,"12,247"
23/07/2019,"12,242",71,"12,313"
24/07/2019,"13,379",95,"13,474"
25/07/2019,"13,265",114,"13,379"
26/07/2019,"12,163",115,"12,278"
27/07/2019,"7,782",204,"7,986"
28/07/2019,"7,213",195,"7,408"
29/07/2019,"11,815",79,"11,894"
30/07/2019,"12,653",111,"12,764"
31/07/2019,"12,465",75,"12,540"
01/08/2019,"12,183",123,"12,306"
02/08/2019,"10,746",113,"10,859"
03/08/2019,"6,807",183,"6,990"
04/08/2019,"6,350",261,"6,611"
05/08/2019,"9,548",187,"9,735"
06/08/2019,"10,501",158,"10,659"
07/08/2019,"10,755",195,"10,950"
08/08/2019,"10,448",90,"10,538"
09/08/2019,"9,229",135,"9,364"
10/08/2019,"6,066",137,"6,203"
11/08/2019,"5,636",186,"5,822"
12/08/2019,"8,413",79,"8,492"
13/08/2019,"8,812",84,"8,896"
14/08/2019,"8,543",72,"8,615"
15/08/2019,"5,653",143,"5,796"
16/08/2019,"6,499",130,"6,629"
17/08/2019,"5,249",99,"5,348"
18/08/2019,"5,223",108,"5,331"
19/08/2019,"8,660",83,"8,743"
20/08/2019,"9,296",84,"9,380"
21/08/2019,"9,656",133,"9,789"
22/08/2019,"10,009",151,"10,160"
23/08/2019,"9,386",174,"9,560"
24/08/2019,"6,694",209,"6,903"
25/08/2019,"6,327",192,"6,519"
26/08/2019,"6,417",73,"6,490"
27/08/2019,"10,903",120,"11,023"
28/08/2019,"11,862",91,"11,953"
29/08/2019,"12,462",123,"12,585"
30/08/2019,"10,261",84,"10,345"
31/08/2019,"8,529",233,"8,762"
01/09/2019,"8,646",173,"8,819"
02/09/2019,"13,305",86,"13,391"
03/09/2019,"14,696",72,"14,768"
04/09/2019,"15,229",115,"15,344"
05/09/2019,"15,238",159,"15,397"
06/09/2019,"14,176",144,"14,320"
07/09/2019,"9,778",186,"9,964"
08/09/2019,"9,631",229,"9,860"
09/09/2019,"14,218",62,"14,280"
10/09/2019,"14,329",55,"14,384"
11/09/2019,"15,716",68,"15,784"
12/09/2019,"15,696",88,"15,784"
13/09/2019,"11,415",62,"11,477"
14/09/2019,"6,296",61,"6,357"
15/09/2019,"7,602",111,"7,713"
16/09/2019,"14,474",138,"14,612"
17/09/2019,"15,318",105,"15,423"
18/09/2019,"16,313",98,"16,411"
19/09/2019,"16,599",139,"16,738"
20/09/2019,"14,775",111,"14,886"
21/09/2019,"9,034",139,"9,173"
22/09/2019,"10,081",223,"10,304"
23/09/2019,"14,454",104,"14,558"
24/09/2019,"15,597",139,"15,736"
25/09/2019,"16,045",109,"16,154"
26/09/2019,"16,561",157,"16,718"
27/09/2019,"16,736",158,"16,894"
28/09/2019,"11,493",331,"11,824"
29/09/2019,"10,889",325,"11,214"
30/09/2019,"15,086",161,"15,247"
01/10/2019,"16,414",159,"16,573"
02/10/2019,"16,303",110,"16,413"
03/10/2019,"16,988",107,"17,095"
04/10/2019,"16,434",197,"16,631"
05/10/2019,"11,905",263,"12,168"
06/10/2019,"11,403",346,"11,749"
07/10/2019,"15,080",163,"15,243"
08/10/2019,"16,590",107,"16,697"
09/10/2019,"16,803",95,"16,898"
10/10/2019,"17,054",92,"17,146"
11/10/2019,"16,651",174,"16,825"
12/10/2019,"10,330",330,"10,660"
13/10/2019,"10,399",288,"10,687"
14/10/2019,"10,791",76,"10,867"
15/10/2019,"14,335",122,"14,457"
16/10/2019,"14,963",81,"15,044"
17/10/2019,"12,624",67,"12,691"
18/10/2019,"13,985",69,"14,054"
19/10/2019,"9,535",162,"9,697"
20/10/2019,"7,296",94,"7,390"
21/10/2019,"13,179",94,"13,273"
22/10/2019,"9,351",47,"9,398"
23/10/2019,"9,504",26,"9,530"
24/10/2019,"14,197",103,"14,300"
25/10/2019,"14,558",184,"14,742"
26/10/2019,"10,766",267,"11,033"
27/10/2019,"9,611",195,"9,806"
28/10/2019,"13,690",101,"13,791"
29/10/2019,"14,629",83,"14,712"
30/10/2019,"14,473",89,"14,562"
31/10/2019,"14,167",131,"14,298"
01/11/2019,"8,313",259,"8,572"
02/11/2019,"8,203",299,"8,502"
03/11/2019,"7,676",153,"7,829"
04/11/2019,"10,816",60,"10,876"
05/11/2019,"11,343",49,"11,392"
06/11/2019,"13,590",53,"13,643"
07/11/2019,"12,483",62,"12,545"
08/11/2019,"12,799",85,"12,884"
09/11/2019,"7,016",124,"7,140"
10/11/2019,"7,631",161,"7,792"
11/11/2019,"11,699",68,"11,767"
12/11/2019,"12,291",41,"12,332"
13/11/2019,"12,586",59,"12,645"
14/11/2019,"10,621",71,"10,692"
15/11/2019,"12,017",32,"12,049"
16/11/2019,"8,483",121,"8,604"
17/11/2019,"5,688",77,"5,765"
18/11/2019,"11,264",39,"11,303"
19/11/2019,"11,778",31,"11,809"
20/11/2019,"8,186",10,"8,196"
21/11/2019,"9,639",21,"9,660"
22/11/2019,"6,469",10,"6,479"
23/11/2019,"8,035",102,"8,137"
24/11/2019,"7,469",135,"7,604"
25/11/2019,"11,711",68,"11,779"
26/11/2019,"9,535",38,"9,573"
27/11/2019,"12,437",58,"12,495"
28/11/2019,"12,336",47,"12,383"
29/11/2019,"11,597",38,"11,635"
30/11/2019,"8,064",88,"8,152"
01/12/2019,"3,259",20,"3,279"
02/12/2019,"10,630",73,"10,703"
03/12/2019,"11,678",40,"11,718"
04/12/2019,"8,406",19,"8,425"
05/12/2019,"11,623",37,"11,660"
06/12/2019,"7,037",108,"7,145"
07/12/2019,"6,646",181,"6,827"
08/12/2019,"4,527",53,"4,580"
09/12/2019,"5,813",64,"5,877"
10/12/2019,"10,547",29,"10,576"
11/12/2019,"10,406",12,"10,418"
12/12/2019,"7,730",6,"7,736"
13/12/2019,"10,828",6,"10,834"
14/12/2019,"7,969",3,"7,972"
15/12/2019,"6,714",1,"6,715"
16/12/2019,"9,849",0,"9,849"
17/12/2019,"8,865",0,"8,865"
18/12/2019,"10,070",1,"10,071"
19/12/2019,"5,662",0,"5,662"
20/12/2019,"5,624",0,"5,624"
21/12/2019,"5,353",0,"5,353"
22/12/2019,"4,891",0,"4,891"
23/12/2019,"6,109",0,"6,109"
24/12/2019,"4,068",0,"4,068"
25/12/2019,"2,483",0,"2,483"
26/12/2019,"5,904",0,"5,904"
27/12/2019,"6,387",0,"6,387"
28/12/2019,"5,058",0,"5,058"
29/12/2019,"4,616",0,"4,616"
30/12/2019,"5,772",0,"5,772"
31/12/2019,"5,270",0,"5,270"
01/01/2020,"3,215",0,"3,215"
02/01/2020,"5,911",0,"5,911"
03/01/2020,"6,180",0,"6,180"
04/01/2020,"5,502",0,"5,502"
05/01/2020,"5,389",1,"5,390"
06/01/2020,"4,043",1,"4,044"
07/01/2020,"8,833",0,"8,833"
08/01/2020,"10,315",2,"10,317"
09/01/2020,"10,623",1,"10,624"
10/01/2020,"10,787",5,"10,792"
11/01/2020,"7,407",32,"7,439"
12/01/2020,"6,493",31,"6,524"
13/01/2020,"9,581",16,"9,597"
14/01/2020,"10,268",12,"10,280"
15/01/2020,"10,410",32,"10,442"
16/01/2020,"11,279",37,"11,316"
17/01/2020,"11,216",63,"11,279"
18/01/2020,"5,174",43,"5,217"
19/01/2020,"5,794",48,"5,842"
20/01/2020,"7,814",17,"7,831"
21/01/2020,"6,611",11,"6,622"
22/01/2020,"8,339",24,"8,363"
23/01/2020,"10,505",47,"10,552"
24/01/2020,"7,867",17,"7,884"
25/01/2020,"4,533",20,"4,553"
26/01/2020,"6,467",67,"6,534"
27/01/2020,"8,493",10,"8,503"
28/01/2020,"10,012",12,"10,024"
29/01/2020,"11,184",21,"11,205"
30/01/2020,"11,009",31,"11,040"
31/01/2020,"11,585",72,"11,657"
01/02/2020,"8,166",141,"8,307"
02/02/2020,"6,866",73,"6,939"
03/02/2020,"11,449",75,"11,524"
04/02/2020,"12,311",57,"12,368"
05/02/2020,"12,364",40,"12,404"
06/02/2020,"11,899",70,"11,969"
07/02/2020,"12,031",51,"12,082"
08/02/2020,"7,528",76,"7,604"
09/02/2020,"6,903",120,"7,023"
10/02/2020,"11,402",53,"11,455"
11/02/2020,"11,842",28,"11,870"
12/02/2020,"12,087",36,"12,123"
13/02/2020,"12,551",55,"12,606"
14/02/2020,"12,499",110,"12,609"
15/02/2020,"8,574",166,"8,740"
16/02/2020,"8,192",162,"8,354"
17/02/2020,"11,231",57,"11,288"
18/02/2020,"12,175",43,"12,218"
19/02/2020,"12,898",53,"12,951"
20/02/2020,"13,036",54,"13,090"
21/02/2020,"12,789",64,"12,853"
22/02/2020,"9,038",218,"9,256"
23/02/2020,"8,298",226,"8,524"
24/02/2020,"12,177",85,"12,262"
25/02/2020,"12,646",62,"12,708"
26/02/2020,"13,133",70,"13,203"
27/02/2020,"13,170",109,"13,279"
28/02/2020,"12,510",117,"12,627"
29/02/2020,"7,732",130,"7,862"
01/03/2020,"6,325",134,"6,459"
02/03/2020,"9,025",50,"9,075"
03/03/2020,"11,502",34,"11,536"
04/03/2020,"13,020",43,"13,063"
05/03/2020,"12,380",43,"12,423"
06/03/2020,"11,931",59,"11,990"
07/03/2020,"8,490",143,"8,633"
08/03/2020,"8,010",164,"8,174"
09/03/2020,"11,807",53,"11,860"
10/03/2020,"12,629",43,"12,672"
11/03/2020,"11,479",60,"11,539"
12/03/2020,"9,380",60,"9,440"
13/03/2020,"7,129",54,"7,183"
14/03/2020,"2,516",61,"2,577"
15/03/2020,968,14,982
16/03/2020,0,0,0
17/03/2020,0,0,0
18/03/2020,0,0,0
19/03/2020,0,0,0
20/03/2020,0,0,0
21/03/2020,0,0,0
22/03/2020,0,0,0
23/03/2020,0,0,0
